EMAP ID	TS	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
4912	TS21 	oral region gland	16723	oral region gland
4913	TS21 	salivary gland	17751	salivary gland
4914	TS21 	sublingual gland primordium	17752	sublingual gland primordium
4915	TS21 	sublingual gland primordium epithelium	17753	sublingual gland primordium epithelium
4916	TS21 	sublingual gland primordium mesenchyme	17754	sublingual gland primordium mesenchyme
4917	TS21 	submandibular gland primordium	17755	submandibular gland primordium
4918	TS21 	submandibular gland primordium epithelium	17756	submandibular gland primordium epithelium
4919	TS21 	submandibular gland primordium mesenchyme	17757	submandibular gland primordium mesenchyme
4920	TS21 	gut	16247	gut
4921	TS21 	foregut-midgut junction	16363	foregut-midgut junction
4922	TS21 	foregut-midgut junction gland	17065	foregut-midgut junction gland
4923	TS21 	pancreas	17503	pancreas
4924	TS21 	pancreas body	17504	pancreas body
4925	TS21 	dorsal pancreatic duct of pancreas body	17505	dorsal pancreatic duct of pancreas body
4926	TS21 	pancreas body parenchyma	17506	pancreas body parenchyma
4927	TS21 	pancreas head	17507	pancreas head
4928	TS21 	pancreas head parenchyma	17508	pancreas head parenchyma
4929	TS21 	uncinate process	17509	uncinate process
4930	TS21 	ventral pancreatic duct	17510	ventral pancreatic duct
4931	TS21 	pancreas tail	17511	pancreas tail
4932	TS21 	dorsal pancreatic duct of pancreas tail	17512	dorsal pancreatic duct of pancreas tail
4933	TS21 	pancreas tail parenchyma	17513	pancreas tail parenchyma
4934	TS21 	nervous system	16469	nervous system
4935	TS21 	central nervous system	16470	central nervous system
4936	TS21 	brain	16894	brain
4937	TS21 	forebrain	16895	forebrain
4938	TS21 	diencephalon	16896	diencephalon
4939	TS21 	diencephalon gland	16897	diencephalon gland
4940	TS21 	pituitary	16898	pituitary
4941	TS21 	adenohypophysis	17514	adenohypophysis
4942	TS21 	adenohypophysis pars anterior	17515	adenohypophysis pars anterior
4943	TS21 	adenohypophysis pars intermedia	17516	adenohypophysis pars intermedia
4944	TS21 	adenohypophysis pars tuberalis	17517	adenohypophysis pars tuberalis
4945	TS21 	remnant of Rathke's pouch	17518	remnant of Rathke's pouch
4946	TS21 	neurohypophysis	17519	neurohypophysis
4947	TS21 	neurohypophysis infundibulum	17520	neurohypophysis infundibulum
4948	TS21 	median eminence	17521	median eminence
4950	TS21 	foregut	16548	foregut
4951	TS21 	foregut gland	16557	foregut gland
4952	TS21 	thymus primordium	17523	thymus primordium
4953	TS21 	thyroid gland	17068	thyroid gland
4954	TS21 	foramen caecum	17069	foramen caecum
4955	TS21 	thyroglossal duct	17070	thyroglossal duct
4956	TS21 	integumental system	17524	integumental system
4957	TS21 	integumental system gland	17758	integumental system gland
4958	TS21 	mammary gland	17759	mammary gland
4959	TS21 	mammary gland epithelium	17760	mammary gland epithelium
4960	TS21 	mammary gland mesenchyme	17761	mammary gland mesenchyme
4961	TS21 	skin	17525	skin
4962	TS21 	cervical sinus	17526	cervical sinus
4963	TS21 	dermis	17527	dermis
4964	TS21 	epidermis	17528	epidermis
4965	TS21 	vibrissa	17529	vibrissa
4966	TS21 	vibrissa dermal component	17762	vibrissa dermal component
4967	TS21 	vibrissa epidermal component	17763	vibrissa epidermal component
4968	TS21 	3rd ventricle	16900	3rd ventricle
4969	TS21 	diencephalic part of interventricular foramen	16901	diencephalic part of interventricular foramen
4970	TS21 	epithalamus	17532	epithalamus
4971	TS21 	epithalamus mantle layer	17533	epithalamus mantle layer
4972	TS21 	epithalamus marginal layer	17534	epithalamus marginal layer
4973	TS21 	epithalamus ventricular layer	17535	epithalamus ventricular layer
4974	TS21 	diencephalon floor plate	16903	diencephalon floor plate
4975	TS21 	hypothalamus	17536	hypothalamus
4976	TS21 	hypothalamus mantle layer	17537	hypothalamus mantle layer
4977	TS21 	hypothalamus marginal layer	17538	hypothalamus marginal layer
4978	TS21 	hypothalamus ventricular layer	17539	hypothalamus ventricular layer
4979	TS21 	lamina terminalis	16904	lamina terminalis
4980	TS21 	diencephalon lateral wall	16905	diencephalon lateral wall
4981	TS21 	diencephalon lateral wall mantle layer	16906	diencephalon lateral wall mantle layer
4982	TS21 	diencephalon lateral wall marginal layer	16907	diencephalon lateral wall marginal layer
4983	TS21 	diencephalon lateral wall ventricular layer	16908	diencephalon lateral wall ventricular layer
4984	TS21 	diencephalon meninges	17764	diencephalon meninges
4985	TS21 	diencephalon arachnoid mater	17765	diencephalon arachnoid mater
4986	TS21 	diencephalon dura mater	17766	diencephalon dura mater
4987	TS21 	diencephalon pia mater	17767	diencephalon pia mater
4988	TS21 	diencephalon roof plate	16909	diencephalon roof plate
4989	TS21 	thalamus	17540	thalamus
4990	TS21 	thalamus mantle layer	17541	thalamus mantle layer
4991	TS21 	thalamus marginal layer	17542	thalamus marginal layer
4992	TS21 	thalamus ventricular layer	17543	thalamus ventricular layer
4993	TS21 	telencephalon	16910	telencephalon
4994	TS21 	cerebral cortex	17544	cerebral cortex
4995	TS21 	cerebral cortex mantle layer	17545	cerebral cortex mantle layer
4996	TS21 	cerebral cortex marginal layer	17546	cerebral cortex marginal layer
4997	TS21 	cerebral cortex ventricular layer	17547	cerebral cortex ventricular layer
4998	TS21 	choroid invagination	17548	choroid invagination
4999	TS21 	choroid fissure	17768	choroid fissure
5000	TS21 	lateral ventricle choroid plexus	17769	lateral ventricle choroid plexus
5001	TS21 	corpus striatum	17549	corpus striatum
5002	TS21 	lateral ventricle	16914	lateral ventricle
5003	TS21 	anterior horn of lateral ventricle	17770	anterior horn of lateral ventricle
5004	TS21 	inferior horn of lateral ventricle	17771	inferior horn of lateral ventricle
5005	TS21 	posterior horn of lateral ventricle	17772	posterior horn of lateral ventricle
5006	TS21 	superior horn of lateral ventricle	17773	superior horn of lateral ventricle
5007	TS21 	telencephalic part of interventricular foramen	16915	telencephalic part of interventricular foramen
5008	TS21 	telencephalon mantle layer	16911	telencephalon mantle layer
5009	TS21 	telencephalon marginal layer	16912	telencephalon marginal layer
5010	TS21 	telencephalon meninges	17774	telencephalon meninges
5011	TS21 	telencephalon arachnoid mater	17775	telencephalon arachnoid mater
5012	TS21 	telencephalon dura mater	17776	telencephalon dura mater
5013	TS21 	telencephalon pia mater	17777	telencephalon pia mater
5014	TS21 	olfactory lobe	17778	olfactory lobe
5015	TS21 	olfactory cortex	17779	olfactory cortex
5016	TS21 	olfactory cortex mantle layer	17780	olfactory cortex mantle layer
5017	TS21 	olfactory cortex marginal layer	17781	olfactory cortex marginal layer
5018	TS21 	olfactory cortex ventricular layer	17782	olfactory cortex ventricular layer
5019	TS21 	telencephalon ventricular layer	16913	telencephalon ventricular layer
5020	TS21 	hindbrain	16916	hindbrain
5021	TS21 	4th ventricle	16917	4th ventricle
5022	TS21 	4th ventricle lateral recess	17257	4th ventricle lateral recess
5023	TS21 	medulla oblongata	17550	medulla oblongata
5024	TS21 	medulla oblongata floor plate	17551	medulla oblongata floor plate
5025	TS21 	medulla oblongata lateral wall	17552	medulla oblongata lateral wall
5026	TS21 	medulla oblongata alar plate	17553	medulla oblongata alar plate
5027	TS21 	medulla oblongata alar plate mantle layer	17554	medulla oblongata alar plate mantle layer
5028	TS21 	medulla oblongata alar plate marginal layer	17555	medulla oblongata alar plate marginal layer
5029	TS21 	medulla oblongata alar plate ventricular layer	17556	medulla oblongata alar plate ventricular layer
5030	TS21 	medulla oblongata basal plate	17557	medulla oblongata basal plate
5031	TS21 	medulla oblongata basal plate mantle layer	17558	medulla oblongata basal plate mantle layer
5032	TS21 	medulla oblongata basal plate marginal layer	17559	medulla oblongata basal plate marginal layer
5033	TS21 	medulla oblongata basal plate ventricular layer	17560	medulla oblongata basal plate ventricular layer
5034	TS21 	medulla oblongata sulcus limitans	17561	medulla oblongata sulcus limitans
5035	TS21 	medulla oblongata roof	17562	medulla oblongata roof
5036	TS21 	hindbrain meninges	17783	hindbrain meninges
5037	TS21 	hindbrain arachnoid mater	17784	hindbrain arachnoid mater
5038	TS21 	hindbrain dura mater	17785	hindbrain dura mater
5039	TS21 	hindbrain pia mater	17786	hindbrain pia mater
5040	TS21 	metencephalon	17071	metencephalon
5041	TS21 	metencephalon floor plate	17258	metencephalon floor plate
5042	TS21 	metencephalon lateral wall	17072	metencephalon lateral wall
5043	TS21 	metencephalon alar plate	17073	metencephalon alar plate
5044	TS21 	cerebellum	17787	cerebellum
5045	TS21 	cerebellum mantle layer	17788	cerebellum mantle layer
5046	TS21 	cerebellum marginal layer	17789	cerebellum marginal layer
5047	TS21 	cerebellum ventricular layer	17790	cerebellum ventricular layer
5048	TS21 	metencephalon alar plate mantle layer	17075	metencephalon alar plate mantle layer
5049	TS21 	metencephalon alar plate marginal layer	17076	metencephalon alar plate marginal layer
5050	TS21 	metencephalon alar plate ventricular layer	17077	metencephalon alar plate ventricular layer
5051	TS21 	metencephalon basal plate	17078	metencephalon basal plate
5052	TS21 	pons	17563	pons
5053	TS21 	pons mantle layer	17564	pons mantle layer
5054	TS21 	pons marginal layer	17565	pons marginal layer
5055	TS21 	pons ventricular layer	17566	pons ventricular layer
5056	TS21 	metencephalon sulcus limitans	17567	metencephalon sulcus limitans
5057	TS21 	metencephalon roof	17259	metencephalon roof
5058	TS21 	metencephalon 4th ventricle choroid plexus	17568	metencephalon 4th ventricle choroid plexus
5059	TS21 	midbrain	16974	midbrain
5060	TS21 	midbrain meninges	17791	midbrain meninges
5061	TS21 	midbrain arachnoid mater	17792	midbrain arachnoid mater
5062	TS21 	midbrain dura mater	17793	midbrain dura mater
5063	TS21 	midbrain pia mater	17794	midbrain pia mater
5064	TS21 	cerebral aqueduct	17795	cerebral aqueduct
5065	TS21 	midbrain floor plate	16975	midbrain floor plate
5066	TS21 	midbrain lateral wall	16976	midbrain lateral wall
5067	TS21 	midbrain mantle layer	16977	midbrain mantle layer
5068	TS21 	midbrain marginal layer	16978	midbrain marginal layer
5069	TS21 	midbrain ventricular layer	16979	midbrain ventricular layer
5070	TS21 	midbrain roof plate	16981	midbrain roof plate
5071	TS21 	central nervous system ganglion	16658	central nervous system ganglion
5072	TS21 	cranial ganglion	16659	cranial ganglion
5073	TS21 	facial VII ganglion	17569	facial VII ganglion
5074	TS21 	glossopharyngeal IX ganglion	16795	glossopharyngeal IX ganglion
5075	TS21 	inferior glossopharyngeal IX ganglion	17153	inferior glossopharyngeal IX ganglion
5076	TS21 	superior glossopharyngeal IX ganglion	17154	superior glossopharyngeal IX ganglion
5077	TS21 	trigeminal V ganglion	16797	trigeminal V ganglion
5078	TS21 	vagus X ganglion	16798	vagus X ganglion
5079	TS21 	inferior vagus X ganglion	17155	inferior vagus X ganglion
5080	TS21 	superior vagus X ganglion	17156	superior vagus X ganglion
5081	TS21 	vestibulocochlear VIII ganglion	17571	vestibulocochlear VIII ganglion
5082	TS21 	vestibulocochlear VIII ganglion cochlear component	17572	vestibulocochlear VIII ganglion cochlear component
5083	TS21 	vestibulocochlear VIII ganglion vestibular component	17573	vestibulocochlear VIII ganglion vestibular component
5084	TS21 	central nervous system nerve	17263	central nervous system nerve
5085	TS21 	cranial nerve	17264	cranial nerve
5086	TS21 	accessory XI nerve	17265	accessory XI nerve
5087	TS21 	accessory XI nerve cranial component	17266	accessory XI nerve cranial component
5088	TS21 	accessory XI nerve spinal component	17267	accessory XI nerve spinal component
5089	TS21 	facial VII nerve	17796	facial VII nerve
5090	TS21 	glossopharyngeal IX nerve	17268	glossopharyngeal IX nerve
5091	TS21 	hypoglossal XII nerve	17269	hypoglossal XII nerve
5092	TS21 	oculomotor III nerve	17574	oculomotor III nerve
5093	TS21 	olfactory I nerve	17797	olfactory I nerve
5094	TS21 	optic II nerve	17575	optic II nerve
5095	TS21 	trigeminal V nerve	17576	trigeminal V nerve
5096	TS21 	trigeminal V nerve mandibular division	17798	trigeminal V nerve mandibular division
5097	TS21 	trigeminal V nerve maxillary division	17799	trigeminal V nerve maxillary division
5098	TS21 	trigeminal V nerve ophthalmic division	17800	trigeminal V nerve ophthalmic division
5099	TS21 	vestibulocochlear VIII nerve	17801	vestibulocochlear VIII nerve
5100	TS21 	vestibulocochlear VIII nerve cochlear component	17802	vestibulocochlear VIII nerve cochlear component
5101	TS21 	vestibulocochlear VIII nerve vestibular component	17803	vestibulocochlear VIII nerve vestibular component
5102	TS21 	spinal cord	17577	spinal cord
5103	TS21 	spinal cord floor plate	17578	spinal cord floor plate
5104	TS21 	spinal cord lateral wall	17579	spinal cord lateral wall
5105	TS21 	spinal cord mantle layer	17580	spinal cord mantle layer
5106	TS21 	alar columns	17581	alar columns
5107	TS21 	basal columns	17582	basal columns
5108	TS21 	spinal cord marginal layer	17583	spinal cord marginal layer
5109	TS21 	spinal cord sulcus limitans	17584	spinal cord sulcus limitans
5110	TS21 	spinal cord ventricular layer	17585	spinal cord ventricular layer
5111	TS21 	spinal cord meninges	17804	spinal cord meninges
5112	TS21 	spinal cord arachnoid mater	17805	spinal cord arachnoid mater
5113	TS21 	spinal cord dura mater	17806	spinal cord dura mater
5114	TS21 	spinal cord pia mater	17807	spinal cord pia mater
5115	TS21 	spinal cord roof plate	17586	spinal cord roof plate
5116	TS21 	peripheral nervous system	16665	peripheral nervous system
5117	TS21 	autonomic nervous system	16984	autonomic nervous system
5118	TS21 	parasympathetic nervous system	17270	parasympathetic nervous system
5119	TS21 	parasympathetic nerve	17271	parasympathetic nerve
5120	TS21 	vagal X nerve trunk	17272	vagal X nerve trunk
5123	TS21 	right recurrent laryngeal branch	17275	right recurrent laryngeal branch
5125	TS21 	sympathetic nervous system	16985	sympathetic nervous system
5126	TS21 	sympathetic ganglion	17157	sympathetic ganglion
5130	TS21 	thoracic ganglion	17158	thoracic ganglion
5131	TS21 	nerve trunk	16986	nerve trunk
5132	TS21 	spinal	16666	spinal
5133	TS21 	spinal ganglion	16667	spinal ganglion
5134	TS21 	dorsal root ganglion	16668	dorsal root ganglion
5135	TS21 	spinal nerve plexus	16987	spinal nerve plexus
5136	TS21 	brachial plexus	16988	brachial plexus
5137	TS21 	median nerve	17277	median nerve
5138	TS21 	radial nerve	17278	radial nerve
5139	TS21 	ulnar nerve	17279	ulnar nerve
5140	TS21 	lumbo-sacral plexus	17587	lumbo-sacral plexus
5143	TS21 	phrenic nerve	17813	phrenic nerve
5144	TS21 	spinal nerve	16989	spinal nerve
5145	TS21 	segmental spinal nerve	16990	segmental spinal nerve
5146	TS21 	sensory organ	16192	sensory organ
5147	TS21 	ear	16193	ear
5148	TS21 	external ear	16991	external ear
5149	TS21 	external auditory meatus	17588	external auditory meatus
5150	TS21 	future tympanic membrane	17281	future tympanic membrane
5151	TS21 	future tympanic membrane epithelium	17282	future tympanic membrane epithelium
5152	TS21 	pinna	17589	pinna
5154	TS21 	pinna mesenchyme	17591	pinna mesenchyme
5155	TS21 	pinna surface epithelium	17592	pinna surface epithelium
5156	TS21 	inner ear	16194	inner ear
5157	TS21 	endolymphatic appendage	17283	endolymphatic appendage
5158	TS21 	endolymphatic appendage associated mesenchyme	17284	endolymphatic appendage associated mesenchyme
5159	TS21 	endolymphatic appendage epithelium	17285	endolymphatic appendage epithelium
